14,-40
19,-35
26,-30
35,-25
47,-20
62,-15
80,-10
102,-5
128,0
160,5
195,10
235,15
279,20
327,25
377,30
428,35
480,40
530,45
579,50
626,55
669,60
709,65
746,70
779,75
808,80
834,85
857,90
877,95
895,100
911,105
924,110
936,115
946,120
955,125
